"","Zomato.address","Zomato.name","Zomato.online_order","Zomato.book_table","Zomato.rate","Zomato.votes","Zomato.location","Zomato.approx_cost.for.two.people.","Zomato.RestoCOde"
"110","No.37, Shree Complex, Next to Dominoes Pizza, Bull temple Road, Basavanagudi, Bangalore","Vijayalakshmi","Yes","No",3.9,47,"Basavanagudi","200","No.37, Shree Complex, Next to Dominoes Pizza, Bull temple Road, Basavanagudi, BangaloreVijayalakshmi"
"111","155, 43rd Cross Road, 8th Block, Jayanagar, Bangalore","Sri Udupi Food Hub","Yes","Yes",4.1,175,"Jayanagar","500","155, 43rd Cross Road, 8th Block, Jayanagar, BangaloreSri Udupi Food Hub"
"112","No.1585, 22nd Main,Banashankari 1st Stage","Udupi Upahar","Yes","No",3.8,58,"Banashankari","300","No.1585, 22nd Main,Banashankari 1st StageUdupi Upahar"
"113","39/1, R.V Road, Opposite Vijaya College, Basavanagudi, Bangalore","House Of Kebabs","Yes","No",3.8,540,"Basavanagudi","650","39/1, R.V Road, Opposite Vijaya College, Basavanagudi, BangaloreHouse Of Kebabs"
"114","608, 21st Cross, Kumaraswamy Layout, Bangalore","Roll N Rock","Yes","No",3.8,124,"Kumaraswamy Layout","400","608, 21st Cross, Kumaraswamy Layout, BangaloreRoll N Rock"
"115","100 Feet Ring Road, 2nd Phase, Banashankari, Bangalore","BOX8- Desi Meals","Yes","No",4.1,340,"Banashankari","500","100 Feet Ring Road, 2nd Phase, Banashankari, BangaloreBOX8- Desi Meals"
"116","1, 80 Feet Road, 6th Block, 3rd Stage, Banashankari, Bangalore","KFC","Yes","No",3.8,505,"Banashankari","450","1, 80 Feet Road, 6th Block, 3rd Stage, Banashankari, BangaloreKFC"
"117","1A/29 , Shop 2 , 27th Cross, Jayanagar, Bangalore","Roll Over","Yes","No",4.1,438,"Jayanagar","500","1A/29 , Shop 2 , 27th Cross, Jayanagar, BangaloreRoll Over"
"118","153, Satellite Bus Stand, Byataranyapura, Mysore Road, Bangalore","Imperial Restaurant","Yes","No",3.7,264,"Mysore Road","750","153, Satellite Bus Stand, Byataranyapura, Mysore Road, BangaloreImperial Restaurant"
"119","Dayanand Sagar College Road, Kumaraswamy Layout, Bangalore","Lassi Shop","Yes","No",3.9,169,"Kumaraswamy Layout","150","Dayanand Sagar College Road, Kumaraswamy Layout, BangaloreLassi Shop"
"120","Basement, MR Complex, Near Police Station, 25th Cross, 14th Main, Kumaraswamy Layout, Bangalore","The Fortuna","Yes","No",3,67,"Kumaraswamy Layout","250","Basement, MR Complex, Near Police Station, 25th Cross, 14th Main, Kumaraswamy Layout, BangaloreThe Fortuna"
"121","28/29, 9th Main Road, 3rd Block, Jayanagar, Bangalore","Wahab","Yes","No",3.7,97,"Jayanagar","350","28/29, 9th Main Road, 3rd Block, Jayanagar, BangaloreWahab"
"122","11/2, Ground Floor, Khazi Street, Basavanagudi, Bangalore","Al Diwan Biryanis And More","Yes","No",3.3,12,"Basavanagudi","300","11/2, Ground Floor, Khazi Street, Basavanagudi, BangaloreAl Diwan Biryanis And More"
"123","4th Cross Road, Byatarayanapura, Srinagar, Banashankari, Bangalore","New Gowda's Fried Chicken","Yes","No",3.3,12,"Banashankari","300","4th Cross Road, Byatarayanapura, Srinagar, Banashankari, BangaloreNew Gowda's Fried Chicken"
"124","28-29, 3rd Block, 9th Main Road, Jayanagar, Bangalore","Canton","Yes","No",3.6,195,"Jayanagar","800","28-29, 3rd Block, 9th Main Road, Jayanagar, BangaloreCanton"
"125","92/1, Gandhi Bazaar Main Road, Basavangudi. Next to Vodafone Showroom, Basavanagudi, Bangalore","Diabetics Dezire Sugarless Sweets and Bakes","Yes","No",3.3,13,"Basavanagudi","300","92/1, Gandhi Bazaar Main Road, Basavangudi. Next to Vodafone Showroom, Basavanagudi, BangaloreDiabetics Dezire Sugarless Sweets and Bakes"
"126","615/1, Ground Floor, Janardhan Mansion, 10th C Main, 32nd D Cross, 4th Block, Jayanagar, Bangalore","The Blue Wagon - Kitchen","Yes","No",4.6,228,"Jayanagar","400","615/1, Ground Floor, Janardhan Mansion, 10th C Main, 32nd D Cross, 4th Block, Jayanagar, BangaloreThe Blue Wagon - Kitchen"
"127","79, Vanivilas Road, Next to KFC, Basavanagudi, Bangalore","HOT COFFEE","Yes","No",4.1,70,"Basavanagudi","150","79, Vanivilas Road, Next to KFC, Basavanagudi, BangaloreHOT COFFEE"
"128","805, Ground Floor, 35C Cross, 9th Main, 4th Block, Jayanagar, Bangalore","Patio 805","Yes","Yes",4.1,364,"Jayanagar","1,200","805, Ground Floor, 35C Cross, 9th Main, 4th Block, Jayanagar, BangalorePatio 805"
"129","1304, Kathriguppe Main Road, Ashok Nagar, NR Colony, Basavanagudi, Bangalore","Lassi Corner","Yes","No",3.7,107,"Basavanagudi","150","1304, Kathriguppe Main Road, Ashok Nagar, NR Colony, Basavanagudi, BangaloreLassi Corner"
"130","1761, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore","Sagar Deluxe","Yes","No",3.2,167,"Kumaraswamy Layout","300","1761, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, BangaloreSagar Deluxe"
"131","374/B, 2nd Phase, BSK 3rd Stage, Srinivasa Nagar, Banashankari, Bangalore","Kanti Sweets","Yes","No",4,115,"Banashankari","400","374/B, 2nd Phase, BSK 3rd Stage, Srinivasa Nagar, Banashankari, BangaloreKanti Sweets"
"132","582,2nd Main, 6th Block 2nd Phase Banshankari 3rd Stage Bangalore-560085","Vegetalia","Yes","No",3.7,27,"Banashankari","400","582,2nd Main, 6th Block 2nd Phase Banshankari 3rd Stage Bangalore-560085Vegetalia"
"133","3-94/1, 80 Feet Road, Near New Big Bazaar, Kathriguppe, Banashankari, Bangalore","Aramane Donne Biryani","Yes","No",3.5,57,"Banashankari","200","3-94/1, 80 Feet Road, Near New Big Bazaar, Kathriguppe, Banashankari, BangaloreAramane Donne Biryani"
"134","9/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore","Ande Ka Funda","Yes","No",3.8,120,"Banashankari","250","9/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, BangaloreAnde Ka Funda"
"135","24, Next to Roti Ghar, Gandhi Bazaar Main Road, Basavanagudi, Bangalore","Cake Ghar","Yes","No",3.8,15,"Basavanagudi","400","24, Next to Roti Ghar, Gandhi Bazaar Main Road, Basavanagudi, BangaloreCake Ghar"
"136","Rashtriya Vidyalaya Road, Basavanagudi, Bangalore","Energy Addaa","Yes","No",4.2,64,"Basavanagudi","500","Rashtriya Vidyalaya Road, Basavanagudi, BangaloreEnergy Addaa"
"137","855/A, 5th A Cross,10th Main Road, Srinivasanagar, Towords Maruthi Circle, Banashankari, Bangalore","Bhattara Bhojana","Yes","No",3.6,66,"Banashankari","150","855/A, 5th A Cross,10th Main Road, Srinivasanagar, Towords Maruthi Circle, Banashankari, BangaloreBhattara Bhojana"
"138","34, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore","Tandoori Knight","Yes","No",3,290,"Banashankari","450","34, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, BangaloreTandoori Knight"
"139","11/2, Old Market, V V Puram, Basavanagudi, Bangalore","Dev Sagar - Food Street","Yes","No",4.1,233,"Basavanagudi","200","11/2, Old Market, V V Puram, Basavanagudi, BangaloreDev Sagar - Food Street"
"140","1779, 14th Main, Kumaraswamy Layout, Bangalore","Mitraa Da Pizza","Yes","No",3.8,115,"Kumaraswamy Layout","250","1779, 14th Main, Kumaraswamy Layout, BangaloreMitraa Da Pizza"
"141","224/Y, 100 Feet Ring Road, 7th Block, 3rd Stage, Banashankari, Bangalore","Paradise Premium","Yes","No",3.1,119,"Banashankari","700","224/Y, 100 Feet Ring Road, 7th Block, 3rd Stage, Banashankari, BangaloreParadise Premium"
"142","2, Old 36, 8th F Main, 3rd Block, Jayanagar, Bangalore","Grazers","Yes","Yes",3.9,291,"Jayanagar","650","2, Old 36, 8th F Main, 3rd Block, Jayanagar, BangaloreGrazers"
"143","766/25-01, 47th A Cross, Near Sangam Circle, Adarsh Gardens Apartments Road, 8th Block, Jayanagar, Bangalore","Shakes Theory","Yes","No",4.5,155,"Jayanagar","300","766/25-01, 47th A Cross, Near Sangam Circle, Adarsh Gardens Apartments Road, 8th Block, Jayanagar, BangaloreShakes Theory"
"144","1766, 14th Main, 1st Stage, Kumaraswamy Layout, Bangalore","@Italy","Yes","No",4.1,305,"Kumaraswamy Layout","700","1766, 14th Main, 1st Stage, Kumaraswamy Layout, Bangalore@Italy"
"145","Opposite BNM School, Near BDA complex, Banashankari, Bangalore","Chilli Flakes","Yes","No",3.6,46,"Banashankari","500","Opposite BNM School, Near BDA complex, Banashankari, BangaloreChilli Flakes"
"146","728/1, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore","Calcutta Cafe","Yes","No",3.5,45,"Kumaraswamy Layout","350","728/1, 14th Main Road, 1st Stage, Kumaraswamy Layout, BangaloreCalcutta Cafe"
"147","416, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore","Old Mumbai Ice Cream","Yes","No",3.9,38,"Banashankari","150","416, 24th Cross, 9th Main, 2nd Stage, Banashankari, BangaloreOld Mumbai Ice Cream"
"148","4009, 80 Feet Road, 4th Phase, Banashankari, Bangalore","Donne Biriyani House","Yes","No",3.9,441,"Banashankari","400","4009, 80 Feet Road, 4th Phase, Banashankari, BangaloreDonne Biriyani House"
"149","12, Old 387, Market Road, V.V.Puram, Basavanagudi, Bangalore","By 2 Coffee","Yes","No",3.9,25,"Basavanagudi","100","12, Old 387, Market Road, V.V.Puram, Basavanagudi, BangaloreBy 2 Coffee"
"150","6th C Main, 4th Block, Jayanagar, Bangalore","Kedia's Fun Food","Yes","No",4.3,630,"Jayanagar","200","6th C Main, 4th Block, Jayanagar, BangaloreKedia's Fun Food"
"151","1771, 14th Main Road, 1stage, Kumaraswamy Layout, Bangalore","Davangere Butter Dosa Hotel","Yes","No",3.8,25,"Kumaraswamy Layout","150","1771, 14th Main Road, 1stage, Kumaraswamy Layout, BangaloreDavangere Butter Dosa Hotel"
"152","1424, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore","Just Shawarma","Yes","No",3.9,160,"Kumaraswamy Layout","300","1424, 14th Main Road, 1st Stage, Kumaraswamy Layout, BangaloreJust Shawarma"
"153","7/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore","Mini Punjabi Dhaba","Yes","No",4.2,287,"Banashankari","350","7/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, BangaloreMini Punjabi Dhaba"
"154","19, V.V.puram National School Road, Basavanagudi, Bangalore","Mulabagilu Dosa","Yes","No",3.6,11,"Basavanagudi","100","19, V.V.puram National School Road, Basavanagudi, BangaloreMulabagilu Dosa"
"155","1st Floor, GR Plaza, DVG Road, Near Gandhi Bazaar circle, Basavanagudi, Bangalore","Gokul Veg","Yes","No",3.8,469,"Basavanagudi","750","1st Floor, GR Plaza, DVG Road, Near Gandhi Bazaar circle, Basavanagudi, BangaloreGokul Veg"
"156","1763, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore","Olive - Era","Yes","No",3.3,511,"Kumaraswamy Layout","550","1763, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, BangaloreOlive - Era"
"157","31/1, Puttalingaiah Road, Second Stage, Bangalore, Banashankari, Bangalore","Udupi Ruchi","Yes","No",3.9,57,"Banashankari","200","31/1, Puttalingaiah Road, Second Stage, Bangalore, Banashankari, BangaloreUdupi Ruchi"
"158","80 Feet Road, Hosakerehalli Cross, B S K 3rd Stage, Banashankari, Bangalore","Madhappa Hindu Military Hotel","Yes","No",3.4,14,"Banashankari","300","80 Feet Road, Hosakerehalli Cross, B S K 3rd Stage, Banashankari, BangaloreMadhappa Hindu Military Hotel"
"159","17, Ground Floor, Near Big Bazar, 100 Feet Ring Road, 3rd Stage, Banashankari, Bangalore","Gama Gama","Yes","No",3.9,264,"Banashankari","200","17, Ground Floor, Near Big Bazar, 100 Feet Ring Road, 3rd Stage, Banashankari, BangaloreGama Gama"
"160","2469, 21st Cross, Near BDA Complex, 2nd Stage, Banashankari, Bangalore","Pizza Hut","Yes","No",3.8,693,"Banashankari","750","2469, 21st Cross, Near BDA Complex, 2nd Stage, Banashankari, BangalorePizza Hut"
"161","197/F, 8th B Main, 27th Cross, 3rd Block, Jayanagar, Bangalore","Mangalore Pearl","Yes","No",3.8,242,"Jayanagar","650","197/F, 8th B Main, 27th Cross, 3rd Block, Jayanagar, BangaloreMangalore Pearl"
"162","26/3, Bugle Rock Road, Gandhi Bazaar, Basavanagudi, Bangalore","Asha Sweets Centre","Yes","No",3.6,27,"Basavanagudi","250","26/3, Bugle Rock Road, Gandhi Bazaar, Basavanagudi, BangaloreAsha Sweets Centre"
"163","97, Opposite Jain College, Kavi Lakshmisha Road, VV Puram, Basavanagudi, Bangalore","Twiststick House","Yes","No",4.1,163,"Basavanagudi","500","97, Opposite Jain College, Kavi Lakshmisha Road, VV Puram, Basavanagudi, BangaloreTwiststick House"
"164","9/63, 1st C Main Road, Kathreguppe, Vivekananda Nagar, Banashankri, Bangalore","Pizza Mane","Yes","No",3.5,32,"Banashankari","150","9/63, 1st C Main Road, Kathreguppe, Vivekananda Nagar, Banashankri, BangalorePizza Mane"
"165","1, Kathriguppe Main Road, 3rd Stage, Banashankari, Bangalore","Dal Tadkaa","Yes","No",2.5,247,"Banashankari","500","1, Kathriguppe Main Road, 3rd Stage, Banashankari, BangaloreDal Tadkaa"
"166","Cosmopolitan Club, 22nd Cross, 3rd Block, Jayanagar, Bangalore","Chutney Chang","Yes","Yes",4.1,2339,"Jayanagar","1,500","Cosmopolitan Club, 22nd Cross, 3rd Block, Jayanagar, BangaloreChutney Chang"
"167","615/1, 10th C Main,32nd Cross Road ,Janardhan Mansion, 4th Block, Jayanagar, Bangalore","Mystique Palate","Yes","No",4.1,337,"Jayanagar","300","615/1, 10th C Main,32nd Cross Road ,Janardhan Mansion, 4th Block, Jayanagar, BangaloreMystique Palate"
"168","1112, Next KIMS Medical College, 17th Cross, 2nd Stage, Banashankari, Bangalore","Thamboola","Yes","No",3.9,135,"Banashankari","800","1112, Next KIMS Medical College, 17th Cross, 2nd Stage, Banashankari, BangaloreThamboola"
"169","1/2, Opposite Indian Oil Petrol Bunk, 1st Cross, Kaderanhalli Crossroad, Subramanyapura Main Road, Padmanabhanagar, Uttarahalli, Bangalore","Castle Rock","Yes","No",3.6,172,"Uttarahalli","700","1/2, Opposite Indian Oil Petrol Bunk, 1st Cross, Kaderanhalli Crossroad, Subramanyapura Main Road, Padmanabhanagar, Uttarahalli, BangaloreCastle Rock"
"170","Pavanashree Nilayam, 7 Block, Banagirinagara, Banashankari, Bangalore","Vietnamese Kitchen","Yes","No",3.6,105,"Banashankari","700","Pavanashree Nilayam, 7 Block, Banagirinagara, Banashankari, BangaloreVietnamese Kitchen"
"171","1328, 50 Feet Main Road, 1st Stage, Kumaraswamy Layout, Bangalore","C Corner","Yes","No",3.2,36,"Kumaraswamy Layout","200","1328, 50 Feet Main Road, 1st Stage, Kumaraswamy Layout, BangaloreC Corner"
"172","31, 2nd Cross, Teacher's Colony, JP Nagar Post, Dayanand College Road, Kumaraswamy Layout, Bangalore","Paratha Merchant","Yes","No",3.1,39,"Kumaraswamy Layout","300","31, 2nd Cross, Teacher's Colony, JP Nagar Post, Dayanand College Road, Kumaraswamy Layout, BangaloreParatha Merchant"
"173","52, Dayanand Sagar College Road, Teachers Colony, Near ICICI Bank ATM, Bangalore East, Bangalore Urban Karnataka, Kumaraswamy Layout, Bangalore.","North Rasoe","Yes","No",3.1,5,"Kumaraswamy Layout","500","52, Dayanand Sagar College Road, Teachers Colony, Near ICICI Bank ATM, Bangalore East, Bangalore Urban Karnataka, Kumaraswamy Layout, Bangalore.North Rasoe"
"174","359/38,Next to Fabindia, 7th Cross, 1st Block, Jayanagar, Bangalore","Toscano","Yes","Yes",4.3,1129,"Jayanagar","1,300","359/38,Next to Fabindia, 7th Cross, 1st Block, Jayanagar, BangaloreToscano"
"175","Shop 197, Ground Floor, Gokul Niwas, North Main Road, Rajyotsavanagar, 2nd Stage, Kumaraswamy Layout, Bangalore","Lord Of The Kitchen","Yes","No",3.9,56,"Kumaraswamy Layout","350","Shop 197, Ground Floor, Gokul Niwas, North Main Road, Rajyotsavanagar, 2nd Stage, Kumaraswamy Layout, BangaloreLord Of The Kitchen"
"176","415, 9th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore","Stoned Monkey","Yes","No",4.3,860,"Banashankari","500","415, 9th Main, 24th Cross, 2nd Stage, Banashankari, BangaloreStoned Monkey"
"177","433/30/1, 28th Cross, 10th Main, Opposite BDA Complex, 4th Block, Jayanagar, Bangalore","Central Jail Restaurant","Yes","No",3.8,412,"Jayanagar","700","433/30/1, 28th Cross, 10th Main, Opposite BDA Complex, 4th Block, Jayanagar, BangaloreCentral Jail Restaurant"
"178","382/71/4, 11th Main, 3rd Block, Jayanagar, Bangalore","Bella","Yes","Yes",3.9,142,"Jayanagar","1,000","382/71/4, 11th Main, 3rd Block, Jayanagar, BangaloreBella"
"179","54, Sri Durga Avenue, 3rd Floor, 33rd Cross Road, Opp. Navarathan, Jewe, Jayanagar, Bangalore","Vennela Andhra Meals","Yes","No",3,23,"Jayanagar","400","54, Sri Durga Avenue, 3rd Floor, 33rd Cross Road, Opp. Navarathan, Jewe, Jayanagar, BangaloreVennela Andhra Meals"
"180","2nd Floor, Garla Garnet, 9th Main, 4th Block, Jayanagar, Bangalore","New Prashanth Hotel","Yes","No",3.6,143,"Jayanagar","750","2nd Floor, Garla Garnet, 9th Main, 4th Block, Jayanagar, BangaloreNew Prashanth Hotel"
"181","126, Near Ganesha Temple, 7th Main, 4th Block, Jayanagar, Bangalore","The Grillo","Yes","Yes",2.8,80,"Jayanagar","500","126, Near Ganesha Temple, 7th Main, 4th Block, Jayanagar, BangaloreThe Grillo"
"182","6, Shakambari Nagar, 1st stage, JP Nagar, Bangalore","Re Malnad Nati Style Hotel","Yes","No",3.6,16,"JP Nagar","400","6, Shakambari Nagar, 1st stage, JP Nagar, BangaloreRe Malnad Nati Style Hotel"
"183","81, 36th Cross Road, 5th Block, Jayanagar, Bangalore","Karma Kaapi","Yes","No",4.4,181,"Jayanagar","250","81, 36th Cross Road, 5th Block, Jayanagar, BangaloreKarma Kaapi"
"184","616/2, 31st Cross, 10th A Main Road, 4th block, Jayanagar, Bangalore","Tiwari's","Yes","No",3.8,70,"Jayanagar","200","616/2, 31st Cross, 10th A Main Road, 4th block, Jayanagar, BangaloreTiwari's"
"185","66/1, Kanakpura Road, Basavanagudi, Bangalore","Pizza Stop","Yes","No",3.8,164,"Basavanagudi","600","66/1, Kanakpura Road, Basavanagudi, BangalorePizza Stop"
"186","173, DSI college Road, Kumaraswamy Layout, Bangalore","Biggies Burger 'n' More","Yes","No",3.6,58,"Kumaraswamy Layout","650","173, DSI college Road, Kumaraswamy Layout, BangaloreBiggies Burger 'n' More"
"187","1, Corporation Market, Gandhi Bazar, Basavanagudi, Bangalore","Kollapuri's","No","No",3.9,206,"Basavanagudi","450","1, Corporation Market, Gandhi Bazar, Basavanagudi, BangaloreKollapuri's"
"188","Satellite Bus Stand, KSRTC, Mysore Road, Bangalore","Kadamba Classic","No","No",3.6,16,"Mysore Road","300","Satellite Bus Stand, KSRTC, Mysore Road, BangaloreKadamba Classic"
"189","5, Mallariah Complex, Near Corporation Bank, Gandhi Nagar, Basavanagudi, Bangalore","RS Shiv Sagar","No","No",3.7,217,"Basavanagudi","450","5, Mallariah Complex, Near Corporation Bank, Gandhi Nagar, Basavanagudi, BangaloreRS Shiv Sagar"
"190","144/1, 2nd Main Road, 2nd Block, Thyagaraja Nagar, Basavanagudi, Bangalore","Kholi Mane","No","No",3.6,46,"Basavanagudi","450","144/1, 2nd Main Road, 2nd Block, Thyagaraja Nagar, Basavanagudi, BangaloreKholi Mane"
"191","60/1, East Anjaneya Temple Road, Basavanagudi, Bangalore","Harshi Super Sandwich","No","No",3.8,148,"Basavanagudi","150","60/1, East Anjaneya Temple Road, Basavanagudi, BangaloreHarshi Super Sandwich"
"192","3/1 , Opposite Krishna Rao Park, Kanakapura Road, Basavanagudi, Bangalore","Cake Yard","No","No",3.4,30,"Basavanagudi","250","3/1 , Opposite Krishna Rao Park, Kanakapura Road, Basavanagudi, BangaloreCake Yard"
"193","335, KR Road, Shastri Nagar, Yediyur, Jayanagar, Bangalore","Sri Udupi Veg","No","No",3.3,4,"Jayanagar","250","335, KR Road, Shastri Nagar, Yediyur, Jayanagar, BangaloreSri Udupi Veg"
"194","1/A, 3rd Main, 7th Cross, Kattebalag, Narasimharaja Colony, Basavanagudi, Bangalore","Cake Art","No","No",3.5,15,"Basavanagudi","400","1/A, 3rd Main, 7th Cross, Kattebalag, Narasimharaja Colony, Basavanagudi, BangaloreCake Art"
"195","9, Canara Bank Colony, Opposite Chikkalsandra Post Office, Main Road, Uttarahalli, Bangalore","Potato House","Yes","No",3.4,9,"Uttarahalli","200","9, Canara Bank Colony, Opposite Chikkalsandra Post Office, Main Road, Uttarahalli, BangalorePotato House"
"196","Sri Balaji Complex, 339/3, Kuvempu Nagar, Next to Bus Stand, Mysore Road, Bangalore","Matru Sagar","Yes","No",3.7,31,"Mysore Road","300","Sri Balaji Complex, 339/3, Kuvempu Nagar, Next to Bus Stand, Mysore Road, BangaloreMatru Sagar"
